img_path,view,class,fv_path
SatView/Images/mountain/mountain_273.jpg,sat,mountain,SatView/Features/mountain_273.npy
StreetView/Images/freeway/2547271580_c0047a7011_o.jpg,str,freeway,StreetView/Features/2547271580_c0047a7011_o.npy
StreetView/Images/mountain/5053169551_d4ff04a007_o.jpg,str,mountain,StreetView/Features/5053169551_d4ff04a007_o.npy
StreetView/Images/freeway/2997807000_5493097dd2_o.jpg,str,freeway,StreetView/Features/2997807000_5493097dd2_o.npy
StreetView/Images/river/41201770530_c9d1901857_o.jpg,str,river,StreetView/Features/41201770530_c9d1901857_o.npy
StreetView/Images/stadium/256936420_8b2567678d_o.jpg,str,stadium,StreetView/Features/256936420_8b2567678d_o.npy
SatView/Images/river/river_266.jpg,sat,river,SatView/Features/river_266.npy
SatView/Images/stadium/stadium_615.jpg,sat,stadium,SatView/Features/stadium_615.npy
SatView/Images/freeway/freeway_614.jpg,sat,freeway,SatView/Features/freeway_614.npy
SatView/Images/ship/ship_103.jpg,sat,ship,SatView/Features/ship_103.npy
SatView/Images/river/river_257.jpg,sat,river,SatView/Features/river_257.npy
SatView/Images/mountain/mountain_626.jpg,sat,mountain,SatView/Features/mountain_626.npy
StreetView/Images/freeway/4324415064_f6c30fd29e_o.jpg,str,freeway,StreetView/Features/4324415064_f6c30fd29e_o.npy
StreetView/Images/ship/38431449306_5c41a87b82_o.jpg,str,ship,StreetView/Features/38431449306_5c41a87b82_o.npy
SatView/Images/freeway/freeway_270.jpg,sat,freeway,SatView/Features/freeway_270.npy
StreetView/Images/stadium/867698585_0450031e28_o.jpg,str,stadium,StreetView/Features/867698585_0450031e28_o.npy
StreetView/Images/ship/10508319463_8d80a41765_o.jpg,str,ship,StreetView/Features/10508319463_8d80a41765_o.npy
StreetView/Images/palace/154829404_3012b621a9_o.jpg,str,palace,StreetView/Features/154829404_3012b621a9_o.npy
SatView/Images/palace/palace_531.jpg,sat,palace,SatView/Features/palace_531.npy
StreetView/Images/freeway/2505128230_0d44185ec9_o.jpg,str,freeway,StreetView/Features/2505128230_0d44185ec9_o.npy
SatView/Images/river/river_355.jpg,sat,river,SatView/Features/river_355.npy
StreetView/Images/palace/7712406092_1309e9a5b4_o.jpg,str,palace,StreetView/Features/7712406092_1309e9a5b4_o.npy
StreetView/Images/palace/9201978268_01c44c9933_o.jpg,str,palace,StreetView/Features/9201978268_01c44c9933_o.npy
SatView/Images/palace/palace_500.jpg,sat,palace,SatView/Features/palace_500.npy
StreetView/Images/river/5802444017_f66a4e0671_o.jpg,str,river,StreetView/Features/5802444017_f66a4e0671_o.npy
StreetView/Images/mountain/44254757801_18210e09a5_o.jpg,str,mountain,StreetView/Features/44254757801_18210e09a5_o.npy
StreetView/Images/freeway/882048200_551ff13653_o.jpg,str,freeway,StreetView/Features/882048200_551ff13653_o.npy
StreetView/Images/mountain/9180761877_ccf7a899c2_o.jpg,str,mountain,StreetView/Features/9180761877_ccf7a899c2_o.npy
StreetView/Images/stadium/45001723224_37855d5a98_o.jpg,str,stadium,StreetView/Features/45001723224_37855d5a98_o.npy
SatView/Images/stadium/stadium_064.jpg,sat,stadium,SatView/Features/stadium_064.npy
StreetView/Images/river/25553299677_d141743715_o.jpg,str,river,StreetView/Features/25553299677_d141743715_o.npy
StreetView/Images/mountain/4678881372_4d933d74c6_o.jpg,str,mountain,StreetView/Features/4678881372_4d933d74c6_o.npy
StreetView/Images/mountain/25763568591_546f234718_o.jpg,str,mountain,StreetView/Features/25763568591_546f234718_o.npy
SatView/Images/river/river_634.jpg,sat,river,SatView/Features/river_634.npy
StreetView/Images/mountain/41850447390_342dc41a80_o.jpg,str,mountain,StreetView/Features/41850447390_342dc41a80_o.npy
StreetView/Images/palace/8171650668_d42a0c79e2_o.jpg,str,palace,StreetView/Features/8171650668_d42a0c79e2_o.npy
StreetView/Images/palace/14697445737_0690b92b4c_o.jpg,str,palace,StreetView/Features/14697445737_0690b92b4c_o.npy
StreetView/Images/mountain/8709306046_b07acd678f_o.jpg,str,mountain,StreetView/Features/8709306046_b07acd678f_o.npy
StreetView/Images/stadium/6682188235_286410fa55_o.jpg,str,stadium,StreetView/Features/6682188235_286410fa55_o.npy
SatView/Images/ship/ship_202.jpg,sat,ship,SatView/Features/ship_202.npy
StreetView/Images/river/42611248100_edb603918b_o.jpg,str,river,StreetView/Features/42611248100_edb603918b_o.npy
StreetView/Images/mountain/42070807462_e227c66e88_o.jpg,str,mountain,StreetView/Features/42070807462_e227c66e88_o.npy
SatView/Images/river/river_504.jpg,sat,river,SatView/Features/river_504.npy
SatView/Images/freeway/freeway_394.jpg,sat,freeway,SatView/Features/freeway_394.npy
StreetView/Images/river/2853228531_bfdc04c192_o.jpg,str,river,StreetView/Features/2853228531_bfdc04c192_o.npy
SatView/Images/ship/ship_192.jpg,sat,ship,SatView/Features/ship_192.npy
StreetView/Images/ship/34390360242_181d24a199_o.jpg,str,ship,StreetView/Features/34390360242_181d24a199_o.npy
StreetView/Images/river/2668877510_89b77e36bf_o.jpg,str,river,StreetView/Features/2668877510_89b77e36bf_o.npy
StreetView/Images/palace/27612486044_94724eb102_o.jpg,str,palace,StreetView/Features/27612486044_94724eb102_o.npy
SatView/Images/freeway/freeway_090.jpg,sat,freeway,SatView/Features/freeway_090.npy
StreetView/Images/mountain/2843088611_b67ea85301_o.jpg,str,mountain,StreetView/Features/2843088611_b67ea85301_o.npy
SatView/Images/stadium/stadium_575.jpg,sat,stadium,SatView/Features/stadium_575.npy
SatView/Images/stadium/stadium_693.jpg,sat,stadium,SatView/Features/stadium_693.npy
StreetView/Images/stadium/36629923153_06a72979a2_o.jpg,str,stadium,StreetView/Features/36629923153_06a72979a2_o.npy
SatView/Images/stadium/stadium_161.jpg,sat,stadium,SatView/Features/stadium_161.npy
StreetView/Images/palace/3875264211_92279f913e_o.jpg,str,palace,StreetView/Features/3875264211_92279f913e_o.npy
SatView/Images/ship/ship_220.jpg,sat,ship,SatView/Features/ship_220.npy
StreetView/Images/stadium/6942537335_e34e33f567_o.jpg,str,stadium,StreetView/Features/6942537335_e34e33f567_o.npy
SatView/Images/palace/palace_158.jpg,sat,palace,SatView/Features/palace_158.npy
StreetView/Images/freeway/4280275225_0c1a67f7c3_o.jpg,str,freeway,StreetView/Features/4280275225_0c1a67f7c3_o.npy
SatView/Images/river/river_129.jpg,sat,river,SatView/Features/river_129.npy
StreetView/Images/freeway/2320301980_60c0f3299a_o.jpg,str,freeway,StreetView/Features/2320301980_60c0f3299a_o.npy
SatView/Images/ship/ship_553.jpg,sat,ship,SatView/Features/ship_553.npy
StreetView/Images/ship/41054913284_a71fe8f157_o.jpg,str,ship,StreetView/Features/41054913284_a71fe8f157_o.npy
SatView/Images/stadium/stadium_583.jpg,sat,stadium,SatView/Features/stadium_583.npy
SatView/Images/palace/palace_418.jpg,sat,palace,SatView/Features/palace_418.npy
StreetView/Images/palace/2784531157_9c187b9695_o.jpg,str,palace,StreetView/Features/2784531157_9c187b9695_o.npy
StreetView/Images/ship/13973892340_96a1525e1c_o.jpg,str,ship,StreetView/Features/13973892340_96a1525e1c_o.npy
SatView/Images/river/river_339.jpg,sat,river,SatView/Features/river_339.npy
StreetView/Images/freeway/10552245794_01e24871c7_o.jpg,str,freeway,StreetView/Features/10552245794_01e24871c7_o.npy
SatView/Images/ship/ship_198.jpg,sat,ship,SatView/Features/ship_198.npy
SatView/Images/mountain/mountain_223.jpg,sat,mountain,SatView/Features/mountain_223.npy
SatView/Images/ship/ship_154.jpg,sat,ship,SatView/Features/ship_154.npy
SatView/Images/river/river_655.jpg,sat,river,SatView/Features/river_655.npy
SatView/Images/mountain/mountain_087.jpg,sat,mountain,SatView/Features/mountain_087.npy
StreetView/Images/freeway/2320116210_51a1d31929_o.jpg,str,freeway,StreetView/Features/2320116210_51a1d31929_o.npy
SatView/Images/palace/palace_317.jpg,sat,palace,SatView/Features/palace_317.npy
StreetView/Images/river/6062865329_0543c508c9_o.jpg,str,river,StreetView/Features/6062865329_0543c508c9_o.npy
StreetView/Images/river/44136989852_574c26e689_o.jpg,str,river,StreetView/Features/44136989852_574c26e689_o.npy
StreetView/Images/ship/2405736770_6cacee01af_o.jpg,str,ship,StreetView/Features/2405736770_6cacee01af_o.npy
StreetView/Images/ship/16111569997_082a3bf312_o.jpg,str,ship,StreetView/Features/16111569997_082a3bf312_o.npy
SatView/Images/stadium/stadium_463.jpg,sat,stadium,SatView/Features/stadium_463.npy
SatView/Images/freeway/freeway_654.jpg,sat,freeway,SatView/Features/freeway_654.npy
StreetView/Images/river/44395252755_27df31f0f0_o.jpg,str,river,StreetView/Features/44395252755_27df31f0f0_o.npy
SatView/Images/mountain/mountain_404.jpg,sat,mountain,SatView/Features/mountain_404.npy
SatView/Images/stadium/stadium_088.jpg,sat,stadium,SatView/Features/stadium_088.npy
SatView/Images/ship/ship_237.jpg,sat,ship,SatView/Features/ship_237.npy
StreetView/Images/palace/6500223279_81248d7abd_o.jpg,str,palace,StreetView/Features/6500223279_81248d7abd_o.npy
SatView/Images/river/river_492.jpg,sat,river,SatView/Features/river_492.npy
SatView/Images/stadium/stadium_241.jpg,sat,stadium,SatView/Features/stadium_241.npy
StreetView/Images/ship/46548334655_b6650d19b2_o.jpg,str,ship,StreetView/Features/46548334655_b6650d19b2_o.npy
StreetView/Images/mountain/30938537217_c30c6d109b_o.jpg,str,mountain,StreetView/Features/30938537217_c30c6d109b_o.npy
StreetView/Images/palace/8473742963_a4a47741c5_o.jpg,str,palace,StreetView/Features/8473742963_a4a47741c5_o.npy
SatView/Images/freeway/freeway_161.jpg,sat,freeway,SatView/Features/freeway_161.npy
StreetView/Images/mountain/4263799740_7078895ba4_o.jpg,str,mountain,StreetView/Features/4263799740_7078895ba4_o.npy
StreetView/Images/ship/12183943906_4c2b5e54ab_o.jpg,str,ship,StreetView/Features/12183943906_4c2b5e54ab_o.npy
StreetView/Images/stadium/4779114322_efd8dcbb4b_o.jpg,str,stadium,StreetView/Features/4779114322_efd8dcbb4b_o.npy
SatView/Images/ship/ship_469.jpg,sat,ship,SatView/Features/ship_469.npy
SatView/Images/palace/palace_274.jpg,sat,palace,SatView/Features/palace_274.npy
SatView/Images/freeway/freeway_369.jpg,sat,freeway,SatView/Features/freeway_369.npy
SatView/Images/freeway/freeway_023.jpg,sat,freeway,SatView/Features/freeway_023.npy
SatView/Images/river/river_424.jpg,sat,river,SatView/Features/river_424.npy
StreetView/Images/stadium/3430027670_04c08e03af_o.jpg,str,stadium,StreetView/Features/3430027670_04c08e03af_o.npy
SatView/Images/ship/ship_345.jpg,sat,ship,SatView/Features/ship_345.npy
StreetView/Images/ship/2404905613_d3f46bfe21_o.jpg,str,ship,StreetView/Features/2404905613_d3f46bfe21_o.npy
StreetView/Images/mountain/14008271203_ef86153da8_o.jpg,str,mountain,StreetView/Features/14008271203_ef86153da8_o.npy
SatView/Images/stadium/stadium_065.jpg,sat,stadium,SatView/Features/stadium_065.npy
SatView/Images/mountain/mountain_009.jpg,sat,mountain,SatView/Features/mountain_009.npy
StreetView/Images/mountain/9536568187_c28340789e_o.jpg,str,mountain,StreetView/Features/9536568187_c28340789e_o.npy
SatView/Images/ship/ship_294.jpg,sat,ship,SatView/Features/ship_294.npy
StreetView/Images/stadium/14159498535_0d29d9a199_o.jpg,str,stadium,StreetView/Features/14159498535_0d29d9a199_o.npy
SatView/Images/palace/palace_358.jpg,sat,palace,SatView/Features/palace_358.npy
StreetView/Images/river/6273062041_a065384560_o.jpg,str,river,StreetView/Features/6273062041_a065384560_o.npy
SatView/Images/palace/palace_693.jpg,sat,palace,SatView/Features/palace_693.npy
SatView/Images/freeway/freeway_166.jpg,sat,freeway,SatView/Features/freeway_166.npy
SatView/Images/freeway/freeway_683.jpg,sat,freeway,SatView/Features/freeway_683.npy
StreetView/Images/mountain/44406829452_c962087778_o.jpg,str,mountain,StreetView/Features/44406829452_c962087778_o.npy
StreetView/Images/mountain/55384186_c0ef927395_o.jpg,str,mountain,StreetView/Features/55384186_c0ef927395_o.npy
SatView/Images/river/river_583.jpg,sat,river,SatView/Features/river_583.npy
StreetView/Images/palace/3295282830_af213536a7_o.jpg,str,palace,StreetView/Features/3295282830_af213536a7_o.npy
SatView/Images/ship/ship_216.jpg,sat,ship,SatView/Features/ship_216.npy
SatView/Images/freeway/freeway_076.jpg,sat,freeway,SatView/Features/freeway_076.npy
SatView/Images/mountain/mountain_499.jpg,sat,mountain,SatView/Features/mountain_499.npy
StreetView/Images/palace/4960807592_3f259c1a8e_o.jpg,str,palace,StreetView/Features/4960807592_3f259c1a8e_o.npy
StreetView/Images/mountain/4949461255_bfab852826_o.jpg,str,mountain,StreetView/Features/4949461255_bfab852826_o.npy
SatView/Images/ship/ship_471.jpg,sat,ship,SatView/Features/ship_471.npy
StreetView/Images/freeway/6134494232_f7af6d5231_o.jpg,str,freeway,StreetView/Features/6134494232_f7af6d5231_o.npy
SatView/Images/river/river_674.jpg,sat,river,SatView/Features/river_674.npy
StreetView/Images/freeway/8359348278_1eaf7b014f_o.jpg,str,freeway,StreetView/Features/8359348278_1eaf7b014f_o.npy
SatView/Images/stadium/stadium_484.jpg,sat,stadium,SatView/Features/stadium_484.npy
SatView/Images/river/river_470.jpg,sat,river,SatView/Features/river_470.npy
StreetView/Images/river/32722909726_e6bf43052d_o.jpg,str,river,StreetView/Features/32722909726_e6bf43052d_o.npy
StreetView/Images/freeway/1021786701_4ed9679569_o.jpg,str,freeway,StreetView/Features/1021786701_4ed9679569_o.npy
SatView/Images/river/river_107.jpg,sat,river,SatView/Features/river_107.npy
SatView/Images/ship/ship_224.jpg,sat,ship,SatView/Features/ship_224.npy
SatView/Images/palace/palace_280.jpg,sat,palace,SatView/Features/palace_280.npy
SatView/Images/ship/ship_395.jpg,sat,ship,SatView/Features/ship_395.npy
SatView/Images/river/river_115.jpg,sat,river,SatView/Features/river_115.npy
SatView/Images/ship/ship_028.jpg,sat,ship,SatView/Features/ship_028.npy
StreetView/Images/palace/2285193069_3822dc264e_o.jpg,str,palace,StreetView/Features/2285193069_3822dc264e_o.npy
SatView/Images/river/river_385.jpg,sat,river,SatView/Features/river_385.npy
StreetView/Images/freeway/6682464879_d48901dd7c_o.jpg,str,freeway,StreetView/Features/6682464879_d48901dd7c_o.npy
StreetView/Images/river/5319081807_d8330f60a9_o.jpg,str,river,StreetView/Features/5319081807_d8330f60a9_o.npy
StreetView/Images/ship/32791450824_938978f1aa_o.jpg,str,ship,StreetView/Features/32791450824_938978f1aa_o.npy
StreetView/Images/mountain/28300173839_ddac9f64ab_o.jpg,str,mountain,StreetView/Features/28300173839_ddac9f64ab_o.npy
SatView/Images/palace/palace_332.jpg,sat,palace,SatView/Features/palace_332.npy
SatView/Images/river/river_514.jpg,sat,river,SatView/Features/river_514.npy
SatView/Images/palace/palace_209.jpg,sat,palace,SatView/Features/palace_209.npy
StreetView/Images/river/35069507676_4fee3f7e52_o.jpg,str,river,StreetView/Features/35069507676_4fee3f7e52_o.npy
SatView/Images/freeway/freeway_557.jpg,sat,freeway,SatView/Features/freeway_557.npy
StreetView/Images/stadium/30095233195_98d01ea5ef_o.jpg,str,stadium,StreetView/Features/30095233195_98d01ea5ef_o.npy
StreetView/Images/stadium/451367303_2b5c148813_o.jpg,str,stadium,StreetView/Features/451367303_2b5c148813_o.npy
StreetView/Images/ship/27329450648_2c3ffa73cf_o.jpg,str,ship,StreetView/Features/27329450648_2c3ffa73cf_o.npy
SatView/Images/river/river_027.jpg,sat,river,SatView/Features/river_027.npy
StreetView/Images/ship/37512198020_cdc2d46a39_o.jpg,str,ship,StreetView/Features/37512198020_cdc2d46a39_o.npy
SatView/Images/palace/palace_241.jpg,sat,palace,SatView/Features/palace_241.npy
SatView/Images/mountain/mountain_584.jpg,sat,mountain,SatView/Features/mountain_584.npy
SatView/Images/palace/palace_072.jpg,sat,palace,SatView/Features/palace_072.npy
SatView/Images/ship/ship_682.jpg,sat,ship,SatView/Features/ship_682.npy
SatView/Images/stadium/stadium_304.jpg,sat,stadium,SatView/Features/stadium_304.npy
SatView/Images/freeway/freeway_194.jpg,sat,freeway,SatView/Features/freeway_194.npy
SatView/Images/palace/palace_578.jpg,sat,palace,SatView/Features/palace_578.npy
SatView/Images/mountain/mountain_158.jpg,sat,mountain,SatView/Features/mountain_158.npy
StreetView/Images/ship/760625127_8aceddeb34_o.jpg,str,ship,StreetView/Features/760625127_8aceddeb34_o.npy
StreetView/Images/palace/6546414531_578a10e274_o.jpg,str,palace,StreetView/Features/6546414531_578a10e274_o.npy
SatView/Images/ship/ship_405.jpg,sat,ship,SatView/Features/ship_405.npy
StreetView/Images/river/33496104945_0018fa7f6e_o.jpg,str,river,StreetView/Features/33496104945_0018fa7f6e_o.npy
StreetView/Images/palace/132503822_7b52caffa5_o.jpg,str,palace,StreetView/Features/132503822_7b52caffa5_o.npy
SatView/Images/river/river_636.jpg,sat,river,SatView/Features/river_636.npy
StreetView/Images/stadium/6012742983_9ab59d1dd3_o.jpg,str,stadium,StreetView/Features/6012742983_9ab59d1dd3_o.npy
SatView/Images/palace/palace_112.jpg,sat,palace,SatView/Features/palace_112.npy
StreetView/Images/stadium/1366243556_23339f8c8a_o.jpg,str,stadium,StreetView/Features/1366243556_23339f8c8a_o.npy
SatView/Images/palace/palace_128.jpg,sat,palace,SatView/Features/palace_128.npy
StreetView/Images/stadium/501582429_3ec86be2a2_o.jpg,str,stadium,StreetView/Features/501582429_3ec86be2a2_o.npy
SatView/Images/mountain/mountain_285.jpg,sat,mountain,SatView/Features/mountain_285.npy
SatView/Images/ship/ship_112.jpg,sat,ship,SatView/Features/ship_112.npy
StreetView/Images/river/29597365157_9ec4736e40_o.jpg,str,river,StreetView/Features/29597365157_9ec4736e40_o.npy
SatView/Images/river/river_236.jpg,sat,river,SatView/Features/river_236.npy
SatView/Images/stadium/stadium_036.jpg,sat,stadium,SatView/Features/stadium_036.npy
StreetView/Images/ship/32032583074_841ee01163_o.jpg,str,ship,StreetView/Features/32032583074_841ee01163_o.npy
SatView/Images/ship/ship_107.jpg,sat,ship,SatView/Features/ship_107.npy
StreetView/Images/ship/3849680409_f7c2c35160_o.jpg,str,ship,StreetView/Features/3849680409_f7c2c35160_o.npy
SatView/Images/stadium/stadium_374.jpg,sat,stadium,SatView/Features/stadium_374.npy
StreetView/Images/mountain/36403711280_56d580b776_o.jpg,str,mountain,StreetView/Features/36403711280_56d580b776_o.npy
SatView/Images/stadium/stadium_086.jpg,sat,stadium,SatView/Features/stadium_086.npy
SatView/Images/freeway/freeway_310.jpg,sat,freeway,SatView/Features/freeway_310.npy
SatView/Images/stadium/stadium_589.jpg,sat,stadium,SatView/Features/stadium_589.npy
StreetView/Images/mountain/4539173856_00f0c1bce2_o.jpg,str,mountain,StreetView/Features/4539173856_00f0c1bce2_o.npy
SatView/Images/mountain/mountain_147.jpg,sat,mountain,SatView/Features/mountain_147.npy
SatView/Images/mountain/mountain_271.jpg,sat,mountain,SatView/Features/mountain_271.npy
StreetView/Images/river/39753004754_875daf2021_o.jpg,str,river,StreetView/Features/39753004754_875daf2021_o.npy
SatView/Images/mountain/mountain_287.jpg,sat,mountain,SatView/Features/mountain_287.npy
StreetView/Images/palace/6102011814_b1511dbcaf_o.jpg,str,palace,StreetView/Features/6102011814_b1511dbcaf_o.npy
StreetView/Images/freeway/6874364787_1d764aa406_o.jpg,str,freeway,StreetView/Features/6874364787_1d764aa406_o.npy
SatView/Images/river/river_178.jpg,sat,river,SatView/Features/river_178.npy
SatView/Images/freeway/freeway_510.jpg,sat,freeway,SatView/Features/freeway_510.npy
SatView/Images/palace/palace_435.jpg,sat,palace,SatView/Features/palace_435.npy
StreetView/Images/stadium/3430037604_dd41897804_o.jpg,str,stadium,StreetView/Features/3430037604_dd41897804_o.npy
StreetView/Images/mountain/19497262538_90b08fb2b2_o.jpg,str,mountain,StreetView/Features/19497262538_90b08fb2b2_o.npy
SatView/Images/freeway/freeway_294.jpg,sat,freeway,SatView/Features/freeway_294.npy
StreetView/Images/stadium/3084540418_217886fbc0_o.jpg,str,stadium,StreetView/Features/3084540418_217886fbc0_o.npy
SatView/Images/mountain/mountain_512.jpg,sat,mountain,SatView/Features/mountain_512.npy
SatView/Images/palace/palace_528.jpg,sat,palace,SatView/Features/palace_528.npy
SatView/Images/river/river_484.jpg,sat,river,SatView/Features/river_484.npy
SatView/Images/river/river_137.jpg,sat,river,SatView/Features/river_137.npy
StreetView/Images/ship/3639667626_892fe4f520_o.jpg,str,ship,StreetView/Features/3639667626_892fe4f520_o.npy
StreetView/Images/river/20326625671_5049f7cdff_o.jpg,str,river,StreetView/Features/20326625671_5049f7cdff_o.npy
SatView/Images/river/river_627.jpg,sat,river,SatView/Features/river_627.npy
SatView/Images/palace/palace_462.jpg,sat,palace,SatView/Features/palace_462.npy
StreetView/Images/stadium/2788638540_34001bc5e2_o.jpg,str,stadium,StreetView/Features/2788638540_34001bc5e2_o.npy
StreetView/Images/river/25976949407_46981fba98_o.jpg,str,river,StreetView/Features/25976949407_46981fba98_o.npy
SatView/Images/river/river_468.jpg,sat,river,SatView/Features/river_468.npy
SatView/Images/mountain/mountain_696.jpg,sat,mountain,SatView/Features/mountain_696.npy
StreetView/Images/stadium/10086559346_0a4bd64a84_o.jpg,str,stadium,StreetView/Features/10086559346_0a4bd64a84_o.npy
StreetView/Images/mountain/6026558372_0505a33432_o.jpg,str,mountain,StreetView/Features/6026558372_0505a33432_o.npy
SatView/Images/freeway/freeway_238.jpg,sat,freeway,SatView/Features/freeway_238.npy
SatView/Images/mountain/mountain_439.jpg,sat,mountain,SatView/Features/mountain_439.npy
SatView/Images/freeway/freeway_022.jpg,sat,freeway,SatView/Features/freeway_022.npy
SatView/Images/ship/ship_322.jpg,sat,ship,SatView/Features/ship_322.npy
StreetView/Images/river/33807030110_fda9847664_o.jpg,str,river,StreetView/Features/33807030110_fda9847664_o.npy
SatView/Images/river/river_334.jpg,sat,river,SatView/Features/river_334.npy
SatView/Images/freeway/freeway_226.jpg,sat,freeway,SatView/Features/freeway_226.npy
SatView/Images/stadium/stadium_455.jpg,sat,stadium,SatView/Features/stadium_455.npy
StreetView/Images/ship/41787284504_72e3d6ef61_o.jpg,str,ship,StreetView/Features/41787284504_72e3d6ef61_o.npy
StreetView/Images/mountain/16483597507_b95cfbe345_o.jpg,str,mountain,StreetView/Features/16483597507_b95cfbe345_o.npy
SatView/Images/ship/ship_653.jpg,sat,ship,SatView/Features/ship_653.npy
SatView/Images/palace/palace_347.jpg,sat,palace,SatView/Features/palace_347.npy
SatView/Images/stadium/stadium_243.jpg,sat,stadium,SatView/Features/stadium_243.npy
StreetView/Images/ship/46678963361_1f95f8a5a3_o.jpg,str,ship,StreetView/Features/46678963361_1f95f8a5a3_o.npy
StreetView/Images/ship/38555380706_156f752d85_o.jpg,str,ship,StreetView/Features/38555380706_156f752d85_o.npy
StreetView/Images/river/32706113832_c27885084f_o.jpg,str,river,StreetView/Features/32706113832_c27885084f_o.npy
StreetView/Images/freeway/4307405806_b7a7e5ff91_o.jpg,str,freeway,StreetView/Features/4307405806_b7a7e5ff91_o.npy
SatView/Images/stadium/stadium_203.jpg,sat,stadium,SatView/Features/stadium_203.npy
StreetView/Images/stadium/5186343467_7ea3452087_o.jpg,str,stadium,StreetView/Features/5186343467_7ea3452087_o.npy
StreetView/Images/stadium/8744821883_c65159854c_o.jpg,str,stadium,StreetView/Features/8744821883_c65159854c_o.npy
StreetView/Images/mountain/43113835010_4551f1693e_o.jpg,str,mountain,StreetView/Features/43113835010_4551f1693e_o.npy
SatView/Images/stadium/stadium_057.jpg,sat,stadium,SatView/Features/stadium_057.npy
StreetView/Images/freeway/12366876804_5a535d3a44_o.jpg,str,freeway,StreetView/Features/12366876804_5a535d3a44_o.npy
StreetView/Images/freeway/9457545987_3474b83829_o.jpg,str,freeway,StreetView/Features/9457545987_3474b83829_o.npy
SatView/Images/ship/ship_347.jpg,sat,ship,SatView/Features/ship_347.npy
SatView/Images/freeway/freeway_087.jpg,sat,freeway,SatView/Features/freeway_087.npy
StreetView/Images/ship/37063453074_80cd283134_o.jpg,str,ship,StreetView/Features/37063453074_80cd283134_o.npy
StreetView/Images/stadium/3430020708_57ed665312_o.jpg,str,stadium,StreetView/Features/3430020708_57ed665312_o.npy
